Locality,Zip Code,Type of Property,Subtype of Property,Price,Number of Rooms,Livable Space (m2),Fully Equipped Kitchen,Furnished,Open Fire,Terrace,Garden,Swimming Pool,Surface of the Land (m2),PEB,Primary Energy Consumption (kWh/m2),State of the Building,Url,Price/m2,Price/m2 Ratio,Price Ratio,Zip Code Score,Type of Property Score,Number of Rooms Score,Livable Space (m2) Score,Surface of the Land (m2) Score,State of the Building Score,Primary Energy Consumption (kWh/m2) Score
Berchem-sainte-agathe,1082,Apartment,apartment,269000,2,92,1,0,0,0,0,0,0,3,171,3,https://www.immoweb.be/en/classified/apartment/for-sale/berchem-sainte-agathe/1082/20300372,2923.913043478261,0.012133881180939944,0.08151515151515151,0.15839580209895054,0.5310389297181993,0.27015323944133907,0.11450673485344774,0.11752180671513664,0.7497975974989369,0.3258538237485606
Sint-kruis-winkel,9042,House,house,660000,4,268,1,0,0,0,0,0,788,6,71,3,https://www.immoweb.be/en/classified/house/for-sale/sint-kruis-winkel/9042/20273963,2462.686567164179,0.01021984776822218,0.2,0.22155172413793103,1.0,0.5711504895801999,0.27092773670403053,0.19371212121212122,0.7497975974989369,0.2504434162328899
Hoboken,2660,House,house,475000,3,118,1,0,0,0,0,0,325,5,186,5,https://www.immoweb.be/en/classified/house/for-sale/hoboken/2660/20300351,4025.423728813559,0.01670501567661381,0.14393939393939395,0.1001237322515213,1.0,0.3869261187378436,0.13567537871761579,0.19278787878787879,1.0,0.2730599225336068
Malle,2390,House,house,555000,5,188,1,0,0,0,0,0,486,0,0,3,https://www.immoweb.be/en/classified/house/for-sale/malle/2390/11334561,2952.127659574468,0.012250968383666724,0.16818181818181818,0.2627931034482759,1.0,0.7595340137453207,0.21688553303124253,0.18037878787878786,0.7497975974989369,0.2610471689017736
Genk,3600,House,house,450000,3,158,0,0,0,0,0,0,1932,6,89,3,https://www.immoweb.be/en/classified/house/for-sale/genk/3600/20307985,2848.1012658227846,0.011819271584652808,0.13636363636363635,0.1301729392446634,1.0,0.3869261187378436,0.1657707429048414,0.13636363636363635,0.7497975974989369,0.2541615629984051
Bierbeek,3360,House,house,481738,3,176,1,0,0,0,0,0,588,0,0,0,https://www.immoweb.be/en/classified/house/for-sale/bierbeek/3360/20307984,2737.1477272727275,0.011358827982756328,0.14598121212121212,0.1981198620689655,1.0,0.3869261187378436,0.20178934783779418,0.1769432323232323,0.7547116896058398,0.2610471689017736
Gent,9000,House,house,249000,2,87,0,0,0,0,0,0,37,5,117,3,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20300219,2862.0689655172414,0.011877235828439612,0.07545454545454545,0.17972830880082344,1.0,0.27015323944133907,0.10813627257550464,0.09712121212121212,0.7497975974989369,0.2873715538847118
Destelbergen,9070,House,house,499000,7,209,0,0,0,0,0,0,345,2,424,5,https://www.immoweb.be/en/classified/house/for-sale/destelbergen/9070/20284619,2387.55980861244,0.009908080917354564,0.15121212121212121,0.2030734632683658,1.0,1.0,0.19702718566031102,0.2977651515151515,1.0,0.31478713450292395
Hoboken,2660,House,apartment-block,495000,3,195,0,0,0,0,0,0,208,3,313,3,https://www.immoweb.be/en/classified/apartment-block/for-sale/hoboken/2660/20329277,2538.4615384615386,0.010534304622629017,0.15,0.1001237322515213,1.0,0.3869261187378436,0.2009026711185309,0.1538181818181818,0.7497975974989369,0.27577276524644945
Wavre,1300,House,house,650000,4,262,1,0,0,1,1,0,2363,3,314,3,https://www.immoweb.be/en/classified/house/for-sale/wavre/1300/20257259,2480.916030534351,0.010295497809532176,0.19696969696969696,0.14031440162271805,1.0,0.5711504895801999,0.30603784084585417,0.15893939393939394,0.7497975974989369,0.2178446115288221
Oostakker,9041,House,villa,999000,7,240,0,0,0,0,0,0,2351,1,701,1,https://www.immoweb.be/en/classified/villa/for-sale/oostakker/9041/20284614,4162.5,0.01727386542097008,0.30272727272727273,0.18183036637931035,1.0,1.0,0.2712718476372185,0.30272727272727273,0.9099970571041955,0.38796992481203013
Oud-turnhout,2360,House,villa,839000,4,343,0,0,0,0,0,0,2100,5,199,5,https://www.immoweb.be/en/classified/villa/for-sale/oud-turnhout/2360/20316877,2446.064139941691,0.010150866730189476,0.25424242424242427,0.2696671087533157,1.0,0.5711504895801999,0.37188647746243736,0.36683333333333334,1.0,0.2705983709273183
Wilrijk,2610,House,house,685000,5,202,1,0,0,0,0,0,276,4,231,3,https://www.immoweb.be/en/classified/house/for-sale/wilrijk/2610/20307908,3391.089108910891,0.014072604660142722,0.20757575757575758,0.21187783251231526,1.0,0.7595340137453207,0.22646076794657763,0.1562121212121212,0.7497975974989369,0.2569833675096833
Lokeren,9160,House,house,439520,3,152,0,0,0,1,0,0,309,6,28,0,https://www.immoweb.be/en/classified/house/for-sale/lokeren/9160/20321006,2891.5789473684213,0.011999698640469054,0.1331878787878788,0.1743938206896552,1.0,0.3869261187378436,0.149399446046441,0.2820969696969697,0.7547116896058398,0.24537644110275691
Lokeren,9160,House,house,444875,3,152,0,0,0,1,0,0,319,6,28,0,https://www.immoweb.be/en/classified/house/for-sale/lokeren/9160/20321019,2926.809210526316,0.01214589991963658,0.13481060606060605,0.1743938206896552,1.0,0.3869261187378436,0.149399446046441,0.16482397306397306,0.7547116896058398,0.24537644110275691
Sijsele,8340,House,house,499000,3,177,0,0,1,0,0,0,1106,3,353,3,https://www.immoweb.be/en/classified/house/for-sale/sijsele/8340/20085771,2819.2090395480227,0.011699372382639007,0.15121212121212121,0.2810340373563218,1.0,0.3869261187378436,0.17385372048652514,0.15121212121212121,0.7497975974989369,0.2605889724310777
Lokeren,9160,House,house,455870,3,152,0,0,0,1,0,0,397,6,28,0,https://www.immoweb.be/en/classified/house/for-sale/lokeren/9160/20321031,2999.1447368421054,0.012446083498431534,0.13814242424242423,0.1743938206896552,1.0,0.3869261187378436,0.149399446046441,0.18233863636363637,0.7547116896058398,0.24537644110275691
Namurbeez,5000,House,house,720874,3,248,0,0,0,0,0,0,3000,0,0,5,https://www.immoweb.be/en/classified/house/for-sale/namur%20beez/5000/20307872,2906.75,0.012062656651628777,0.21844666666666668,0.1467163669950739,1.0,0.3869261187378436,0.2810464941569282,0.38941549242424245,1.0,0.2610471689017736
Stabroek,2940,House,apartment-block,785000,6,251,0,0,0,0,0,0,232,6,97,5,https://www.immoweb.be/en/classified/apartment-block/for-sale/stabroek/2940/20275755,3127.4900398406376,0.012978700793665232,0.23787878787878788,0.18547413793103448,1.0,0.8723410353935813,0.2827507384101708,0.1369361471861472,1.0,0.2609857739587063
Aalst,9300,House,villa,660000,3,220,1,0,0,0,0,0,728,6,83,4,https://www.immoweb.be/en/classified/villa/for-sale/aalst/9300/20323689,3000.0,0.012449632735834293,0.2,0.12957870279146141,1.0,0.3869261187378436,0.23994970506399554,0.16272727272727272,0.767051007281462,0.21249675913922741
Sint-job-in-t-goor,2960,House,house,790000,4,257,0,0,0,0,0,0,945,5,115,3,https://www.immoweb.be/en/classified/house/for-sale/sint-job-in-t-goor/2960/20290540,3073.929961089494,0.0127564330237472,0.23939393939393938,0.2145210727969349,1.0,0.5711504895801999,0.2605453533667223,0.26175757575757574,0.7497975974989369,0.24217554492291335
Hoboken,2660,House,villa,749000,3,300,1,0,0,0,1,0,963,5,138,5,https://www.immoweb.be/en/classified/villa/for-sale/hoboken/2660/20305658,2496.6666666666665,0.010360861021266538,0.22696969696969696,0.1001237322515213,1.0,0.3869261187378436,0.3658036120807406,0.2604040404040404,1.0,0.22687581021519318
Brecht,2960,House,house,625000,2,168,1,0,0,0,0,1,942,5,117,5,https://www.immoweb.be/en/classified/house/for-sale/brecht/2960/20284590,3720.2380952380954,0.015438532658524668,0.1893939393939394,0.2145210727969349,1.0,0.27015323944133907,0.16824966372525638,0.1893939393939394,1.0,0.2873715538847118
Woluwe-saint-pierre,1150,House,villa,1590000,8,500,1,0,0,1,0,0,800,2,257,3,https://www.immoweb.be/en/classified/villa/for-sale/woluwe-saint-pierre/1150/11336167,3180.0,0.01319661069998435,0.4818181818181818,0.3087310344827586,1.0,0.9387996612011379,0.591151919866444,0.28222375494071145,0.7497975974989369,0.309551656920078
Etterbeek,1040,House,apartment-block,950000,5,293,0,0,0,0,0,0,200,1,343,0,https://www.immoweb.be/en/classified/apartment-block/for-sale/etterbeek/1040/20263134,3242.3208191126278,0.013455234469900542,0.2878787878787879,0.2357968313140727,1.0,0.7595340137453207,0.41263216471897607,0.18418640955004592,0.7547116896058398,0.26215083162451586
Schilde,2970,House,villa,779000,6,253,1,0,0,1,1,0,1148,4,293,3,https://www.immoweb.be/en/classified/villa/for-sale/schilde/2970/20326076,3079.0513833992095,0.012777686299360888,0.23606060606060605,0.3930753567181926,1.0,0.8723410353935813,0.27896494156928214,0.23606060606060605,0.7497975974989369,0.28822055137844615
Kontich,2550,House,house,1075000,3,266,0,0,0,1,0,0,2297,4,236,3,https://www.immoweb.be/en/classified/house/for-sale/kontich/2550/20222892,4041.3533834586465,0.01677112179326048,0.32575757575757575,0.2247736131934033,1.0,0.3869261187378436,0.30166944908180304,0.32575757575757575,0.7497975974989369,0.3258479532163743
Leuven,3000,House,apartment-block,895000,6,222,1,0,0,0,1,0,356,4,219,3,https://www.immoweb.be/en/classified/apartment-block/for-sale/leuven/3000/20322432,4031.5315315315315,0.016730362310167706,0.27121212121212124,0.21675227687626777,1.0,0.8723410353935813,0.23973664440734557,0.19672174242424242,0.7497975974989369,0.275
Knokke,8300,House,villa,1700000,4,241,0,0,0,0,0,0,813,5,112,5,https://www.immoweb.be/en/classified/villa/for-sale/knokke/8300/20260540,7053.941908713693,0.029272995367798475,0.5151515151515151,0.31526985528547197,1.0,0.5711504895801999,0.2851210350584307,0.347979797979798,1.0,0.34559732664995824
Zaventem,1930,House,house,615000,4,235,1,0,0,1,1,0,253,6,100,5,https://www.immoweb.be/en/classified/house/for-sale/zaventem/1930/20154316,2617.021276595745,0.010860317918493746,0.18636363636363637,0.19486388384754993,1.0,0.5711504895801999,0.2680889664592503,0.1392121212121212,1.0,0.25727744360902255
Uccle,1180,House,house,965000,2,245,1,0,1,1,1,0,293,2,251,5,https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/20324411,3938.7755102040815,0.016345436176979717,0.2924242424242424,0.3589247822141561,1.0,0.27015323944133907,0.26920066777963275,0.19282828282828282,1.0,0.40615749901068465
Wilrijk,2610,House,house,400000,3,162,1,0,0,0,1,0,117,4,220,5,https://www.immoweb.be/en/classified/house/for-sale/wilrijk/2610/20284568,2469.135802469136,0.01024661130521341,0.12121212121212122,0.21187783251231526,1.0,0.3869261187378436,0.1863872198344759,0.17809469696969696,1.0,0.3260612468671679
Boortmeerbeek-hever,3191,House,country-cottage,1850000,5,390,1,0,0,0,0,0,4465,5,182,4,https://www.immoweb.be/en/classified/country-cottage/for-sale/boortmeerbeek-hever/3191/20287598,4743.589743589743,0.01968531671905422,0.5606060606060606,0.33117241379310347,1.0,0.7595340137453207,0.458025280228953,0.5606060606060606,0.767051007281462,0.3568275527528499
Lede,9320,House,manor-house,1295000,3,457,1,1,1,0,0,0,690,5,115,3,https://www.immoweb.be/en/classified/manor-house/for-sale/lede/9320/20295323,2833.698030634573,0.011759499921885783,0.3924242424242424,0.17464224137931034,1.0,0.3869261187378436,0.4808013355592654,0.2676767676767677,0.7497975974989369,0.24217554492291335
Mechelen,2800,House,house,599000,4,237,1,0,0,1,1,0,425,3,325,5,https://www.immoweb.be/en/classified/house/for-sale/mechelen/2800/20284548,2527.4261603375526,0.01048850915438079,0.18151515151515152,0.15554473610133707,1.0,0.5711504895801999,0.2729076238174736,0.18281385281385282,1.0,0.19628616997038054
Sint-gillis-waas,9170,House,house,599000,3,160,0,0,0,1,0,0,525,6,11,5,https://www.immoweb.be/en/classified/house/for-sale/sint-gillis-waas/9170/20284547,3743.75,0.015536104184926545,0.18151515151515152,0.18431034482758618,1.0,0.3869261187378436,0.17259382809733395,0.1537,1.0,0.3288220551378447
Deinze-astene,9800,House,house,475000,3,167,1,0,0,0,1,0,235,6,30,5,https://www.immoweb.be/en/classified/house/for-sale/deinze-astene/9800/20326295,2844.311377245509,0.011803544011020536,0.14393939393939395,0.18362651193633953,1.0,0.3869261187378436,0.1757394738357032,0.21434343434343436,1.0,0.2703655925528107
Kerkhove,8581,House,villa,1111000,6,447,0,0,0,0,0,0,1646,5,159,3,https://www.immoweb.be/en/classified/villa/for-sale/kerkhove/8581/20311061,2485.4586129753916,0.010314348970553243,0.33666666666666667,0.38310344827586207,1.0,0.8723410353935813,0.48480801335559265,0.33666666666666667,0.7497975974989369,0.3053049289891396
Antwerpen,2060,House,apartment-block,850000,8,271,0,0,0,0,0,0,103,2,0,0,https://www.immoweb.be/en/classified/apartment-block/for-sale/antwerpen%20%282060%29/2060/20330512,3136.531365313653,0.013016221187526628,0.25757575757575757,0.13797898706896553,1.0,0.9387996612011379,0.32320534223706177,0.22075757575757576,0.7547116896058398,0.2610471689017736
Rocourt,4000,House,house,501571,4,147,1,0,0,0,0,0,420,0,0,0,https://www.immoweb.be/en/classified/house/for-sale/rocourt/4000/20284550,3412.0476190476193,0.014159579911440233,0.1519912121212121,0.12649818541548896,1.0,0.5711504895801999,0.15048792173001513,0.2737593686868687,0.7547116896058398,0.2610471689017736
Kontich,2550,House,house,759000,4,220,0,0,0,0,1,0,450,4,285,5,https://www.immoweb.be/en/classified/house/for-sale/kontich/2550/20253726,3450.0,0.014317077646209436,0.23,0.2247736131934033,1.0,0.5711504895801999,0.23994970506399554,0.17287878787878788,1.0,0.29892378003833114
Rocourt,4000,House,house,539679,3,169,1,0,0,0,0,0,805,0,0,0,https://www.immoweb.be/en/classified/house/for-sale/rocourt/4000/20284538,3193.3668639053253,0.01325208154880141,0.1635390909090909,0.12649818541548896,1.0,0.3869261187378436,0.18052378602017857,0.16164234848484849,0.7547116896058398,0.2610471689017736
Evere,1140,House,house,525000,4,207,1,0,0,1,0,0,68,3,160,5,https://www.immoweb.be/en/classified/house/for-sale/evere/1140/20330484,2536.231884057971,0.0105250518298116,0.1590909090909091,0.1205818551724138,1.0,0.5711504895801999,0.21485499361681232,0.16204545454545455,1.0,0.3235984698588577
Lasneohain,1380,House,house,1695000,5,460,1,0,0,0,0,0,2520,4,207,4,https://www.immoweb.be/en/classified/house/for-sale/lasne%20ohain/1380/20310567,3684.782608695652,0.015291396729883423,0.5136363636363637,0.432920892494929,1.0,0.7595340137453207,0.5351511778890744,0.5136363636363637,0.767051007281462,0.3606368863334808
Rocourt,4000,House,house,436103,3,147,1,0,0,0,0,0,285,0,0,0,https://www.immoweb.be/en/classified/house/for-sale/rocourt/4000/20284537,2966.687074829932,0.012311388174593067,0.13215242424242424,0.12649818541548896,1.0,0.3869261187378436,0.15048792173001513,0.17112948484848484,0.7547116896058398,0.2610471689017736
Antwerpen,2018,House,house,495000,2,178,1,0,0,0,0,0,68,4,215,3,https://www.immoweb.be/en/classified/house/for-sale/antwerpen/2018/20201730,2780.8988764044943,0.011540389895576732,0.15,0.19513071198213844,1.0,0.27015323944133907,0.18098719771046984,0.16204545454545455,0.7497975974989369,0.4003634085213033
Rocourt,4000,House,house,503583,3,141,1,0,0,1,0,0,430,0,16,0,https://www.immoweb.be/en/classified/house/for-sale/rocourt/4000/20284536,3571.5106382978724,0.014821331919644541,0.1526009090909091,0.12649818541548896,1.0,0.3869261187378436,0.16726526028228866,0.21017675324675325,0.7547116896058398,0.5146824561403509
Roeselare,8800,House,house,1034800,4,250,1,0,0,0,0,0,2020,0,0,0,https://www.immoweb.be/en/classified/house/for-sale/roeselare/8800/20307999,4139.2,0.017177173273388434,0.31357575757575756,0.1311883148991542,1.0,0.5711504895801999,0.2864397183711984,0.31357575757575756,0.7547116896058398,0.2610471689017736
Brussel,1000,Apartment,apartment,375000,1,74,1,1,0,0,0,0,0,4,115,4,https://www.immoweb.be/en/classified/apartment/for-sale/brussel/1000/11228249,5067.5675675675675,0.021029785026747114,0.11363636363636363,0.19171599822406393,0.5310389297181993,0.18192867130434218,0.0952288614357262,0.11752180671513664,0.767051007281462,0.24217554492291335
Bruxelles,1000,House,house,1280000,7,200,0,0,0,0,0,0,408,1,294,0,https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1000/20330472,6400.0,0.02655921650311316,0.3878787878787879,0.19171599822406393,1.0,1.0,0.23653576833663584,0.3878787878787879,0.7547116896058398,0.33783068783068787
Woluwe-saint-lambert,1200,Apartment,apartment,375000,2,121,1,0,0,1,0,0,0,4,144,3,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/11416274,3099.1735537190084,0.012861190842804023,0.11363636363636363,0.18065134099616859,0.5310389297181993,0.27015323944133907,0.13452083386841318,0.11752180671513664,0.7497975974989369,0.3620954560313828
Brasschaat,2930,House,house,1145000,5,429,1,0,0,0,0,0,980,2,403,5,https://www.immoweb.be/en/classified/house/for-sale/brasschaat/2930/20330471,2668.997668997669,0.011076013583939599,0.346969696969697,0.32989761820120866,1.0,0.7595340137453207,0.3739565943238731,0.19585858585858587,1.0,0.490125313283208
Anzegem,8570,House,house,695000,4,244,0,0,0,1,0,0,5218,6,18,5,https://www.immoweb.be/en/classified/house/for-sale/anzegem/8570/20330467,2848.3606557377047,0.011820348021044853,0.2106060606060606,0.13738726790450928,1.0,0.5711504895801999,0.2993322203672788,0.2106060606060606,1.0,0.19610254206945937
Blankenberge,8370,Apartment,apartment,385000,2,81,1,0,0,0,0,0,0,0,0,5,https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/11158603,4753.086419753086,0.019724726762535814,0.11666666666666667,0.11063914663880181,0.5310389297181993,0.27015323944133907,0.10722796596478001,0.11752180671513664,1.0,0.2610471689017736
Lebbeke,9280,House,country-cottage,629000,3,240,0,0,0,0,0,0,3905,2,439,0,https://www.immoweb.be/en/classified/country-cottage/for-sale/lebbeke/9280/20326656,2620.8333333333335,0.010876137487277459,0.1906060606060606,0.22545454545454544,1.0,0.3869261187378436,0.2712718476372185,0.1906060606060606,0.7547116896058398,0.2526315789473685
Retranchement,8300,House,house,1450000,3,238,1,0,0,0,1,0,2495,0,0,5,https://www.immoweb.be/en/classified/house/for-sale/retranchement/8300/11302451,6092.436974789916,0.02528286760078393,0.4393939393939394,0.31526985528547197,1.0,0.3869261187378436,0.2723062283292667,0.4393939393939394,1.0,0.2610471689017736
Wanze,4520,House,chalet,205000,2,68,0,0,0,0,0,0,1060,1,501,3,https://www.immoweb.be/en/classified/chalet/for-sale/wanze/4520/20277566,3014.705882352941,0.01251066034728446,0.06212121212121212,0.11827586206896552,1.0,0.27015323944133907,0.0824257629382304,0.20606060606060606,0.7497975974989369,0.13884711779448622
Laarne,9270,House,villa,1450000,3,295,0,0,0,0,0,1,1844,5,183,3,https://www.immoweb.be/en/classified/villa/for-sale/laarne/9270/20180206,4915.254237288135,0.02039770335249686,0.4393939393939394,0.22225386973180078,1.0,0.3869261187378436,0.36811352253756263,0.28409090909090906,0.7497975974989369,0.3715705931495406
Boechout,2530,House,house,1545000,4,311,1,0,1,0,0,0,3495,5,161,3,https://www.immoweb.be/en/classified/house/for-sale/boechout/2530/11352642,4967.845659163987,0.020615951314966754,0.4681818181818182,0.22655777429467086,1.0,0.5711504895801999,0.6168614357262103,0.4681818181818182,0.7497975974989369,0.30930443295739346
Knokke,8300,Apartment,apartment,395000,1,59,0,0,0,0,0,0,0,5,146,1,https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/10467228,6694.9152542372885,0.02778307870426297,0.11969696969696969,0.31526985528547197,0.5310389297181993,0.18192867130434218,0.08249501801247694,0.11752180671513664,0.9099970571041955,0.3007335411699982
Evergem,9940,House,house,349000,2,132,1,0,0,0,1,0,404,1,918,3,https://www.immoweb.be/en/classified/house/for-sale/evergem/9940/20306622,2643.939393939394,0.010972024810116587,0.10575757575757576,0.15692507836990596,1.0,0.27015323944133907,0.14192364357262105,0.13727272727272727,0.7497975974989369,0.174937343358396
S-gravenwezel-schilde,2970,House,villa,1675000,4,344,1,0,1,1,0,1,2675,5,164,3,https://www.immoweb.be/en/classified/villa/for-sale/s-gravenwezel-schilde/2970/20127611,4869.186046511628,0.02020652600050624,0.5075757575757576,0.3930753567181926,1.0,0.5711504895801999,0.47968836950473015,0.5075757575757576,0.7497975974989369,0.3411938938254728
Woluwe-saint-lambert,1200,Apartment,apartment,410000,4,126,1,0,0,0,0,0,0,3,208,2,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/20218443,3253.968253968254,0.013503569898656243,0.12424242424242424,0.18065134099616859,0.5310389297181993,0.5711504895801999,0.1450861290556725,0.11752180671513664,0.7550873775720708,0.34474462017111746
Rixensart,1330,House,house,549000,5,180,1,0,0,0,1,0,1013,3,337,2,https://www.immoweb.be/en/classified/house/for-sale/rixensart/1330/20330414,3050.0,0.012657126614764863,0.16636363636363635,0.25439655172413794,1.0,0.7595340137453207,0.19914477198840175,0.17257575757575758,0.7550873775720708,0.2169970380496696
Blankenberge,8370,Apartment,apartment,422500,2,91,1,0,0,0,0,0,0,0,0,5,https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/10952156,4642.857142857143,0.01926728875783879,0.12803030303030302,0.11063914663880181,0.5310389297181993,0.27015323944133907,0.11573836786801531,0.11752180671513664,1.0,0.2610471689017736
Rotselaar,3110,House,villa,520000,4,208,1,0,0,0,0,0,2128,4,253,0,https://www.immoweb.be/en/classified/villa/for-sale/rotselaar/3110/20300439,2500.0,0.010374693946528577,0.15757575757575756,0.21071839080459773,1.0,0.5711504895801999,0.21307107679465778,0.2696969696969697,0.7547116896058398,0.2560321857274766
Bruxelles,1000,Apartment,apartment,430000,3,145,1,0,0,1,0,0,0,4,0,5,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20182201,2965.5172413793102,0.012306533508985622,0.1303030303030303,0.19171599822406393,0.5310389297181993,0.3869261187378436,0.15806853326973527,0.11752180671513664,1.0,0.2610471689017736
Asse,1730,House,house,569000,3,235,1,0,0,1,1,0,1020,3,365,3,https://www.immoweb.be/en/classified/house/for-sale/asse/1730/20155746,2421.276595744681,0.010048001456297464,0.17242424242424242,0.17909999999999998,1.0,0.3869261187378436,0.2680889664592503,0.20257575757575758,0.7497975974989369,0.36083959899749374
Aartselaar,2630,House,apartment-block,649000,3,220,0,0,0,0,0,0,203,5,175,3,https://www.immoweb.be/en/classified/apartment-block/for-sale/aartselaar/2630/20262509,2950.0,0.012242138856903721,0.19666666666666666,0.18489162561576356,1.0,0.3869261187378436,0.23994970506399554,0.2606313131313131,0.7497975974989369,0.3593853053686849
Forest,1190,Apartment,apartment,445000,3,143,1,0,0,0,0,0,0,0,947,3,https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/11138232,3111.888111888112,0.012913954702671935,0.13484848484848486,0.19773358320839582,0.5310389297181993,0.3869261187378436,0.16447609825900308,0.11752180671513664,0.7497975974989369,0.22305764411027573
Antwerpen,2000,Apartment,apartment,595000,3,211,0,0,0,1,0,0,0,6,0,3,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/20300427,2819.905213270142,0.011702261418359249,0.1803030303030303,0.21915138113482943,0.5310389297181993,0.3869261187378436,0.24991652754590984,0.11752180671513664,0.7497975974989369,0.2610471689017736
Knokke-heist,8300,House,house,695000,5,224,1,0,0,0,1,0,186,5,153,3,https://www.immoweb.be/en/classified/house/for-sale/knokke-heist/8300/20265762,3102.6785714285716,0.012875736237209574,0.2106060606060606,0.31526985528547197,1.0,0.7595340137453207,0.21138935262474493,0.15073232323232325,0.7497975974989369,0.2995130683852488
Knokke-heist,8300,Apartment,apartment,495000,2,66,0,0,0,0,0,0,0,5,192,3,https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20021410,7500.0,0.031124081839585732,0.15,0.31526985528547197,0.5310389297181993,0.27015323944133907,0.08635155815247635,0.11752180671513664,0.7497975974989369,0.2569516383551471
Meise,1861,House,villa,720000,5,295,1,0,0,0,0,0,1945,2,450,0,https://www.immoweb.be/en/classified/villa/for-sale/meise/1861/20216233,2440.677966101695,0.010128514768136374,0.21818181818181817,0.26792720306513407,1.0,0.7595340137453207,0.36811352253756263,0.21818181818181817,0.7547116896058398,0.3412531328320802
Ronse,9600,Apartment,apartment,495000,4,90,0,0,0,1,0,0,0,0,0,0,https://www.immoweb.be/en/classified/apartment/for-sale/ronse/9600/11040226,5500.0,0.02282432668236287,0.15,0.13697830870279146,0.5310389297181993,0.5711504895801999,0.10739325429387964,0.11752180671513664,0.7547116896058398,0.2610471689017736
Affligem,1790,House,villa,890000,4,341,1,0,0,0,1,0,3347,3,332,3,https://www.immoweb.be/en/classified/villa/for-sale/affligem/1790/20218739,2609.9706744868035,0.010831058782886139,0.2696969696969697,0.17864721485411142,1.0,0.5711504895801999,0.3826377295492488,0.2696969696969697,0.7497975974989369,0.23386243386243388
Chaumont-gistoux,1325,Apartment,apartment,395000,4,160,0,0,0,0,0,0,0,4,217,0,https://www.immoweb.be/en/classified/apartment/for-sale/chaumont-gistoux/1325/20231635,2468.75,0.01024501027219697,0.11969696969696969,0.24952586206896551,0.5310389297181993,0.5711504895801999,0.17259382809733395,0.11752180671513664,0.7547116896058398,0.23709869912877435
Overijse,3090,House,house,479000,2,138,1,0,0,0,0,0,582,6,15,0,https://www.immoweb.be/en/classified/house/for-sale/overijse/3090/20300409,3471.014492753623,0.014404285218513588,0.14515151515151514,0.2949959903769046,1.0,0.27015323944133907,0.15633266848255864,0.14736284848484849,0.7547116896058398,0.2679899749373434
Sint-niklaas,9100,House,mixed-use-building,170000,2,67,1,0,0,1,0,0,83,3,331,3,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/sint-niklaas/9100/20217980,2537.313432835821,0.010529540124834974,0.051515151515151514,0.14755517241379312,1.0,0.27015323944133907,0.09070348497495827,0.14277777777777778,0.7497975974989369,0.3045340624287993
Uccle,1180,Apartment,apartment,695000,3,184,1,0,0,1,0,0,0,3,176,5,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20003502,3777.1739130434785,0.015674809332255134,0.2106060606060606,0.3589247822141561,0.5310389297181993,0.3869261187378436,0.1992616444073456,0.11752180671513664,1.0,0.31976908939014204
Knokke,8300,Apartment,apartment,545000,2,81,1,0,0,0,0,0,0,5,131,0,https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/20168902,6728.395061728395,0.027922015806706543,0.16515151515151516,0.31526985528547197,0.5310389297181993,0.27015323944133907,0.10722796596478001,0.11752180671513664,0.7547116896058398,0.31663533834586466
Jabbeke,8490,House,house,395815,3,159,0,0,0,0,0,0,300,0,0,3,https://www.immoweb.be/en/classified/house/for-sale/jabbeke/8490/20300403,2489.4025157232704,0.01033071568413889,0.1199439393939394,0.19653228116710877,1.0,0.3869261187378436,0.1553949421875966,0.2036653110047847,0.7497975974989369,0.2610471689017736
Woluwe-saint-pierre,1150,Apartment,apartment,725000,4,202,1,0,0,1,0,0,0,1,330,2,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-pierre/1150/20176060,3589.108910891089,0.014894362596501422,0.2196969696969697,0.3087310344827586,0.5310389297181993,0.5711504895801999,0.22646076794657763,0.11752180671513664,0.7550873775720708,0.37610414926204405
Saint-gilles,1060,Apartment,apartment,550000,2,130,1,0,0,0,0,0,0,2,259,3,https://www.immoweb.be/en/classified/apartment/for-sale/saint-gilles/1060/10672155,4230.7692307692305,0.01755717437104836,0.16666666666666666,0.1927750410509031,0.5310389297181993,0.27015323944133907,0.14424017028380634,0.11752180671513664,0.7497975974989369,0.4130325814536341
