Locality,Zip Code,Type of Property,Subtype of Property,Price,Number of Rooms,Livable Space (m2),Fully Equipped Kitchen,Furnished,Open Fire,Terrace,Garden,Swimming Pool,Surface of the Land (m2),PEB,Primary Energy Consumption (kWh/m2),State of the Building,Url,Price/m2,Price/m2 Ratio,Price Ratio,Zip Code Score,Type of Property Score,Number of Rooms Score,Livable Space (m2) Score,Surface of the Land (m2) Score,State of the Building Score,Primary Energy Consumption (kWh/m2) Score
Gent,9000,Apartment,apartment,229000,1,43,0,0,0,0,0,0,0,3,342,3,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20294805,5325.581395348837,0.022100510825628316,0.0693939393939394,0.17972830880082344,0.5310389297181993,0.18192867130434218,0.06448843310279037,0.11752180671513664,0.7497975974989369,0.5751601225285436
Woluwe-saint-pierre,1150,House,house,1750000,4,260,1,0,0,1,1,0,2200,0,0,1,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-pierre/1150/20301033,6730.7692307692305,0.027931868317576936,0.5303030303030303,0.3087310344827586,1.0,0.5711504895801999,0.29623817473567055,0.39204545454545453,0.9099970571041955,0.2610471689017736
Schaerbeek,1030,Apartment,apartment,320000,2,117,1,0,0,1,0,0,0,1,323,0,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/20294802,2735.042735042735,0.01135009252269793,0.09696969696969697,0.1655018777739843,0.5310389297181993,0.27015323944133907,0.14167593322203673,0.11752180671513664,0.7547116896058398,0.2720945220193341
Beveren-leie,8791,House,villa,1350000,4,320,1,0,1,0,0,1,873,6,14,3,https://www.immoweb.be/en/classified/villa/for-sale/beveren-leie/8791/20279507,4218.75,0.017507296034766973,0.4090909090909091,0.21004310344827587,1.0,0.5711504895801999,0.38807690236415526,0.19357575757575757,0.7497975974989369,0.3183892857142857
Stekene,9190,House,house,475000,5,154,1,0,0,1,1,0,402,6,0,3,https://www.immoweb.be/en/classified/house/for-sale/stekene/9190/20300771,3084.4155844155844,0.012799947076885906,0.14393939393939395,0.16155627257799673,1.0,0.7595340137453207,0.16590453719161566,0.1594476515151515,0.7497975974989369,0.2610471689017736
Londerzeel,1840,House,house,499500,4,166,1,0,0,0,0,0,415,6,0,5,https://www.immoweb.be/en/classified/house/for-sale/londerzeel/1840/20320377,3009.0361445783133,0.012487131629616927,0.15136363636363637,0.1949982445141066,1.0,0.5711504895801999,0.17599523014548057,0.15357272727272728,1.0,0.2610471689017736
Oostende,8400,Apartment,apartment,245000,2,64,0,0,0,1,0,0,0,5,158,5,https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20294742,3828.125,0.015886250105621884,0.07424242424242425,0.1313725168665667,0.5310389297181993,0.27015323944133907,0.08527547764793174,0.11752180671513664,1.0,0.19843000358037954
Zonnebeke,8980,House,villa,419193,4,174,0,0,0,0,0,0,664,6,0,3,https://www.immoweb.be/en/classified/villa/for-sale/zonnebeke/8980/11463999,2409.155172413793,0.009997699033395755,0.12702818181818182,0.20776812807881773,1.0,0.5711504895801999,0.18023933639398998,0.13154439393939393,0.7497975974989369,0.2610471689017736
Molenbeek-saint-jean,1080,Apartment,apartment,175000,1,71,1,0,0,0,0,0,0,2,218,3,https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-saint-jean/1080/20289607,2464.788732394366,0.010228571496577469,0.05303030303030303,0.10020019157088123,0.5310389297181993,0.18192867130434218,0.09218329694790463,0.11752180671513664,0.7497975974989369,0.3636477557530189
Vilvoorde,1800,Apartment,apartment,468000,2,117,0,0,0,1,0,0,0,6,0,0,https://www.immoweb.be/en/classified/apartment/for-sale/vilvoorde/1800/20289570,4000.0,0.016599510314445724,0.14181818181818182,0.14085330344827585,0.5310389297181993,0.27015323944133907,0.14167593322203673,0.11752180671513664,0.7547116896058398,0.2610471689017736
Heuvelland,8950,House,house,365000,3,150,1,0,0,0,0,0,286,6,61,5,https://www.immoweb.be/en/classified/house/for-sale/heuvelland/8950/20244285,2433.3333333333335,0.010098035441287815,0.11060606060606061,0.2006896551724138,1.0,0.3869261187378436,0.16592712258526116,0.12484848484848485,1.0,0.3023146100545482
S-gravenwezel,2970,House,villa,1949000,6,616,1,0,1,0,0,0,14581,5,197,5,https://www.immoweb.be/en/classified/villa/for-sale/s-gravenwezel/2970/20329788,3163.961038961039,0.013130050975184543,0.5906060606060606,0.3930753567181926,1.0,0.8723410353935813,0.6507512520868113,0.5906060606060606,1.0,0.34665509928667826
Antwerpen,2000,Apartment,apartment,495000,2,117,1,0,0,1,0,0,0,5,194,5,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/20289598,4230.7692307692305,0.01755717437104836,0.15,0.21915138113482943,0.5310389297181993,0.27015323944133907,0.14167593322203673,0.11752180671513664,1.0,0.26279239766081874
Vilvoorde,1800,Apartment,apartment,361467,3,123,0,0,0,1,0,0,0,6,0,0,https://www.immoweb.be/en/classified/apartment/for-sale/vilvoorde/1800/20289568,2938.756097560976,0.01219547803827592,0.10953545454545455,0.14085330344827585,0.5310389297181993,0.3869261187378436,0.13420783846092693,0.11752180671513664,0.7547116896058398,0.2610471689017736
Gent,9030,House,house,249000,3,102,0,0,0,1,0,0,180,1,507,1,https://www.immoweb.be/en/classified/house/for-sale/gent/9030/20283392,2441.176470588235,0.010130583500727904,0.07545454545454545,0.16128505747126437,1.0,0.3869261187378436,0.12368933516645388,0.17864527629233512,0.9099970571041955,0.2920873612602936
Knokke-heist,8300,House,house,1690000,3,291,0,0,0,0,0,0,732,0,45,5,https://www.immoweb.be/en/classified/house/for-sale/knokke-heist/8300/20233991,5807.560137457044,0.024100663600870507,0.5121212121212121,0.31526985528547197,1.0,0.3869261187378436,0.39292153589315526,0.5121212121212121,1.0,0.3012724117987276
Oreye,4360,House,villa,520000,3,206,0,0,0,1,1,0,2000,5,86,0,https://www.immoweb.be/en/classified/villa/for-sale/oreye/4360/20300747,2524.2718446601943,0.010475419130475457,0.15757575757575756,0.14655172413793102,1.0,0.3869261187378436,0.21922326684825588,0.3597834632034632,0.7547116896058398,0.2907250268528464
Gent,9000,House,house,298000,2,94,0,0,0,0,1,0,57,5,117,5,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20290063,3170.2127659574467,0.013155994876874536,0.0903030303030303,0.17972830880082344,1.0,0.27015323944133907,0.1171833677598257,0.09404040404040404,1.0,0.2873715538847118
Brugge,8000,House,house,420000,3,144,0,0,0,1,0,0,64,4,237,3,https://www.immoweb.be/en/classified/house/for-sale/brugge/8000/20257790,2916.6666666666665,0.012103809604283339,0.12727272727272726,0.2605711206896552,1.0,0.3869261187378436,0.15358434124902046,0.1357070707070707,0.7497975974989369,0.3829072681704261
Adegem,9991,House,house,415000,3,123,0,0,0,0,0,0,342,6,81,0,https://www.immoweb.be/en/classified/house/for-sale/adegem/9991/20289601,3373.9837398373984,0.014001619472550762,0.12575757575757576,0.24172413793103445,1.0,0.3869261187378436,0.13420783846092693,0.1428718787878788,0.7547116896058398,0.23720390261367702
Kuurne,8520,House,house,491100,3,173,0,1,0,0,0,0,181,6,0,3,https://www.immoweb.be/en/classified/house/for-sale/kuurne/8520/20267470,2838.728323699422,0.011780375022289444,0.14881818181818182,0.17685057471264368,1.0,0.3869261187378436,0.1923741983766047,0.11131818181818182,0.7497975974989369,0.2610471689017736
Antwerpen,2000,Apartment,apartment,398000,2,119,0,0,0,1,0,0,0,4,262,3,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/20289593,3344.5378151260506,0.01387942248980966,0.1206060606060606,0.21915138113482943,0.5310389297181993,0.27015323944133907,0.1391885022045289,0.11752180671513664,0.7497975974989369,0.31601225285435813
Overijse,3090,House,house,348000,3,118,1,0,0,1,1,0,298,2,429,2,https://www.immoweb.be/en/classified/house/for-sale/overijse/3090/20276616,2949.1525423728813,0.012238622011498118,0.10545454545454545,0.2949959903769046,1.0,0.3869261187378436,0.13567537871761579,0.10269696969696969,0.7550873775720708,0.38312447786132
Overijse,3090,House,villa,899000,6,338,0,0,0,0,0,0,820,1,720,0,https://www.immoweb.be/en/classified/villa/for-sale/overijse/3090/20157760,2659.7633136094673,0.011037692139561172,0.2724242424242424,0.2949959903769046,1.0,0.8723410353935813,0.35715080690038953,0.21939393939393936,0.7547116896058398,0.2703425229741019
Gent,9000,Apartment,apartment,219900,2,66,1,0,0,0,0,0,0,5,179,3,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20289617,3331.818181818182,0.013826637568737176,0.06663636363636363,0.17972830880082344,0.5310389297181993,0.27015323944133907,0.08635155815247635,0.11752180671513664,0.7497975974989369,0.28643408521303265
Blankenberge,8370,House,house,390000,2,108,0,0,0,0,1,0,882,1,691,1,https://www.immoweb.be/en/classified/house/for-sale/blankenberge/8370/20203510,3611.1111111111113,0.014985669033874612,0.11818181818181818,0.11063914663880181,1.0,0.27015323944133907,0.12903166095539348,0.15681818181818183,0.9099970571041955,0.1954887218045113
Antwerpendeurne,2100,Apartment,apartment,298000,3,106,0,0,0,1,0,0,0,5,175,4,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen%20deurne/2100/20289594,2811.3207547169814,0.011666636966284966,0.0903030303030303,0.1052333702016916,0.5310389297181993,0.3869261187378436,0.11528082476642357,0.11752180671513664,0.767051007281462,0.3593853053686849
Gent,9000,Apartment,apartment,197000,2,80,0,0,0,1,0,0,0,4,223,0,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20294792,2462.5,0.010219073537330649,0.0596969696969697,0.17972830880082344,0.5310389297181993,0.27015323944133907,0.10267881345452297,0.11752180671513664,0.7547116896058398,0.312796992481203
Esneux,4130,House,bungalow,275000,3,95,0,0,0,0,0,0,1461,2,377,2,https://www.immoweb.be/en/classified/bungalow/for-sale/esneux/4130/20235176,2894.7368421052633,0.01201280351703309,0.08333333333333333,0.13408045977011496,1.0,0.3869261187378436,0.11847073256650993,0.1318181818181818,0.7550873775720708,0.27833105491000226
Beervelde,9080,House,house,509000,4,202,0,0,0,0,1,0,360,0,0,3,https://www.immoweb.be/en/classified/house/for-sale/beervelde/9080/20285383,2519.80198019802,0.010456869740164448,0.15424242424242424,0.22816348457350272,1.0,0.5711504895801999,0.22646076794657763,0.13414164502164502,0.7497975974989369,0.2610471689017736
Molenbeek-saint-jean,1080,House,town-house,435000,3,150,1,0,0,0,1,0,152,3,206,5,https://www.immoweb.be/en/classified/town-house/for-sale/molenbeek-saint-jean/1080/20231772,2900.0,0.01203464497797315,0.1318181818181818,0.10020019157088123,1.0,0.3869261187378436,0.16592712258526116,0.17372294372294372,1.0,0.29342105263157897
Vilvoorde,1800,Apartment,apartment,339552,3,125,0,0,0,1,0,0,0,6,0,0,https://www.immoweb.be/en/classified/apartment/for-sale/vilvoorde/1800/20289567,2716.416,0.011272793852581349,0.10289454545454546,0.14085330344827585,0.5310389297181993,0.3869261187378436,0.1360953735678185,0.11752180671513664,0.7547116896058398,0.2610471689017736
Vilvoorde,1800,Apartment,apartment,335036,3,123,0,0,0,1,0,0,0,6,0,0,https://www.immoweb.be/en/classified/apartment/for-sale/vilvoorde/1800/20289565,2723.869918699187,0.011303726702663898,0.1015260606060606,0.14085330344827585,0.5310389297181993,0.3869261187378436,0.13420783846092693,0.11752180671513664,0.7547116896058398,0.2610471689017736
De-panne,8660,House,villa,475000,3,111,0,0,0,1,0,0,281,1,659,3,https://www.immoweb.be/en/classified/villa/for-sale/de-panne/8660/20220000,4279.279279279279,0.01775848513369756,0.14393939393939395,0.12797193633952256,1.0,0.3869261187378436,0.12643294379521425,0.11873560606060607,0.7497975974989369,0.2005012531328321
Roosdaal,1760,House,house,449000,2,177,1,0,0,0,0,0,630,4,203,3,https://www.immoweb.be/en/classified/house/for-sale/roosdaal/1760/20251250,2536.723163841808,0.01052709058077137,0.13606060606060605,0.23070011494252876,1.0,0.27015323944133907,0.17385372048652514,0.1968181818181818,0.7497975974989369,0.4162907268170427
Buggenhout,9255,House,house,369000,3,144,1,0,0,0,0,0,288,4,231,5,https://www.immoweb.be/en/classified/house/for-sale/buggenhout/9255/20290987,2562.5,0.010634061295191791,0.11181818181818182,0.19385555172413793,1.0,0.3869261187378436,0.15358434124902046,0.11469696969696969,1.0,0.2569833675096833
Beervelde,9080,House,house,472000,4,188,0,0,0,0,1,0,270,0,0,3,https://www.immoweb.be/en/classified/house/for-sale/beervelde/9080/20285385,2510.6382978723404,0.010418841580343592,0.14303030303030304,0.22816348457350272,1.0,0.5711504895801999,0.21688553303124253,0.18631818181818183,0.7497975974989369,0.2610471689017736
Aalst,9300,Apartment,apartment,217500,2,87,0,0,0,1,0,0,0,4,214,3,https://www.immoweb.be/en/classified/apartment/for-sale/aalst/9300/20296253,2500.0,0.010374693946528577,0.0659090909090909,0.12957870279146141,0.5310389297181993,0.27015323944133907,0.10813627257550464,0.11752180671513664,0.7497975974989369,0.31283593599383075
Knokke,8300,Apartment,apartment,665000,2,77,1,0,0,0,0,0,0,6,95,4,https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/20226476,8636.363636363636,0.035839851815280536,0.2015151515151515,0.31526985528547197,0.5310389297181993,0.27015323944133907,0.1034950306065665,0.11752180671513664,0.767051007281462,0.26347833870390264
Profondeville-lustin,5170,House,villa,449000,3,158,1,0,0,0,1,0,1379,4,213,5,https://www.immoweb.be/en/classified/villa/for-sale/profondeville-lustin/5170/20234278,2841.772151898734,0.011793006536686914,0.13606060606060605,0.14525204433497538,1.0,0.3869261187378436,0.1657707429048414,0.12454545454545456,1.0,0.3546679197994988
Antwerpen,2000,Apartment,apartment,250000,1,55,0,0,0,0,0,0,0,4,220,3,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/20296863,4545.454545454545,0.018863079902779228,0.07575757575757576,0.21915138113482943,0.5310389297181993,0.18192867130434218,0.07154955228410986,0.11752180671513664,0.7497975974989369,0.3260612468671679
Walhain,1457,House,town-house,609000,4,210,1,0,0,0,0,0,1111,6,70,0,https://www.immoweb.be/en/classified/town-house/for-sale/walhain/1457/20308375,2900.0,0.01203464497797315,0.18454545454545454,0.1839655172413793,1.0,0.5711504895801999,0.23552797872998207,0.18454545454545454,0.7547116896058398,0.231811672037236
Knokke,8300,Apartment,apartment,669000,3,96,1,0,0,0,0,0,0,4,211,3,https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/11264003,6968.75,0.02891945937594841,0.20272727272727273,0.31526985528547197,0.5310389297181993,0.3869261187378436,0.12271199124978412,0.11752180671513664,0.7497975974989369,0.30025062656641605
Nivelles,1400,House,town-house,405000,3,160,1,0,0,0,0,0,261,0,0,0,https://www.immoweb.be/en/classified/town-house/for-sale/nivelles/1400/20308374,2531.25,0.010504377620860185,0.12272727272727273,0.17316256157635468,1.0,0.3869261187378436,0.17259382809733395,0.17386363636363636,0.7547116896058398,0.2610471689017736
Laken,1020,Apartment,apartment,265000,1,70,0,0,0,1,0,0,0,5,89,0,https://www.immoweb.be/en/classified/apartment/for-sale/laken/1020/20300410,3785.714285714286,0.015710250833314704,0.0803030303030303,0.1559663191659984,0.5310389297181993,0.18192867130434218,0.08964829232521491,0.11752180671513664,0.7547116896058398,0.2541615629984051
Nivelles,1400,House,house,375000,3,150,1,0,0,1,1,0,790,0,627,3,https://www.immoweb.be/en/classified/house/for-sale/nivelles/1400/11437505,2500.0,0.010374693946528577,0.11363636363636363,0.17316256157635468,1.0,0.3869261187378436,0.16592712258526116,0.13696969696969696,0.7497975974989369,0.23684210526315794
Knokke,8300,Apartment,apartment,695000,2,78,1,1,0,0,0,0,0,4,209,3,https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/10498034,8910.25641025641,0.03697647329660185,0.2106060606060606,0.31526985528547197,0.5310389297181993,0.27015323944133907,0.09706675227944009,0.11752180671513664,0.7497975974989369,0.36777658431793775
Gent,9000,House,house,235000,1,44,1,0,0,0,0,0,22,3,397,3,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20223234,5340.909090909091,0.022164118885765596,0.07121212121212121,0.17972830880082344,1.0,0.18192867130434218,0.07096915912485721,0.07727272727272727,0.7497975974989369,0.2597326649958229
Bierbeek,3360,House,house,375000,3,156,0,0,0,0,0,0,700,2,463,3,https://www.immoweb.be/en/classified/house/for-sale/bierbeek/3360/20196275,2403.846153846154,0.009975667256277477,0.11363636363636363,0.1981198620689655,1.0,0.3869261187378436,0.1634697121465068,0.29131074747474744,0.7497975974989369,0.26566416040100255
Zepperen,3800,House,exceptional-property,799000,3,266,1,0,0,0,0,0,2850,5,130,5,https://www.immoweb.be/en/classified/exceptional-property/for-sale/zepperen/3800/20285318,3003.7593984962405,0.012465233779362907,0.24212121212121213,0.1636026724137931,1.0,0.3869261187378436,0.30166944908180304,0.20969696969696972,1.0,0.2556591478696742
Vilvoorde,1800,Apartment,apartment,419700,2,103,0,0,0,1,0,0,0,6,0,0,https://www.immoweb.be/en/classified/apartment/for-sale/vilvoorde/1800/20289569,4074.757281553398,0.016909743881002113,0.12718181818181817,0.14085330344827585,0.5310389297181993,0.27015323944133907,0.12605356334631795,0.11752180671513664,0.7547116896058398,0.2610471689017736
Knokke-heist,8300,Apartment,apartment,710000,2,80,1,0,0,0,0,0,0,5,150,4,https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20169983,8875.0,0.03683016351017645,0.21515151515151515,0.31526985528547197,0.5310389297181993,0.27015323944133907,0.10267881345452297,0.11752180671513664,0.767051007281462,0.2805372807017544
Zoersel,2980,House,villa,972000,5,405,1,0,1,0,0,1,1719,6,81,5,https://www.immoweb.be/en/classified/villa/for-sale/zoersel/2980/20323685,2400.0,0.009959706188667435,0.29454545454545455,0.19910983397190293,1.0,0.7595340137453207,0.44020033388981633,0.29454545454545455,1.0,0.23720390261367702
Merksplas,2330,House,house,995000,6,411,1,0,1,0,0,1,3780,5,196,3,https://www.immoweb.be/en/classified/house/for-sale/merksplas/2330/20325772,2420.9245742092457,0.010046540610020374,0.3015151515151515,0.40862068965517245,1.0,0.8723410353935813,0.3580968280467446,0.3015151515151515,0.7497975974989369,0.2332010025062657
Merelbeke,9820,Apartment,apartment,169000,1,43,1,0,0,1,0,0,0,4,212,2,https://www.immoweb.be/en/classified/apartment/for-sale/merelbeke/9820/20300860,3930.232558139535,0.0163099839717519,0.05121212121212121,0.1744248875562219,0.5310389297181993,0.18192867130434218,0.06448843310279037,0.11752180671513664,0.7550873775720708,0.3919985148055324
Knokke,8300,Apartment,apartment,739000,3,90,0,1,0,0,0,0,0,5,112,4,https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/20261498,8211.111111111111,0.03407510589548719,0.22393939393939394,0.31526985528547197,0.5310389297181993,0.3869261187378436,0.10739325429387964,0.11752180671513664,0.767051007281462,0.34559732664995824
Nivelles,1400,House,town-house,468000,3,194,1,0,0,0,0,0,319,0,0,0,https://www.immoweb.be/en/classified/town-house/for-sale/nivelles/1400/20308366,2412.3711340206187,0.010011044880361596,0.14181818181818182,0.17316256157635468,1.0,0.3869261187378436,0.20353870339454647,0.16482397306397306,0.7547116896058398,0.2610471689017736
Knokke,8300,Apartment,apartment,799000,2,125,1,0,0,0,0,0,0,5,156,3,https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/20117443,6392.0,0.026526017482484267,0.24212121212121213,0.31526985528547197,0.5310389297181993,0.27015323944133907,0.1360953735678185,0.11752180671513664,0.7497975974989369,0.27704839020628497
Aarschot-gelrode,3200,House,house,370000,3,144,1,0,0,0,0,0,1195,2,500,3,https://www.immoweb.be/en/classified/house/for-sale/aarschot-gelrode/3200/20229802,2569.4444444444443,0.010662879889487704,0.11212121212121212,0.12844827586206897,1.0,0.3869261187378436,0.15358434124902046,0.11212121212121212,0.7497975974989369,0.297171500179019
Vilvoorde,1800,Apartment,apartment,377923,3,125,0,0,0,1,0,0,0,6,0,0,https://www.immoweb.be/en/classified/apartment/for-sale/vilvoorde/1800/11048846,3023.384,0.012546673473132543,0.11452212121212121,0.14085330344827585,0.5310389297181993,0.3869261187378436,0.1360953735678185,0.11752180671513664,0.7547116896058398,0.2610471689017736
Destelbergen,9070,Apartment,apartment,799000,2,146,1,0,0,1,0,0,0,6,59,5,https://www.immoweb.be/en/classified/apartment/for-sale/destelbergen/9070/20100672,5472.602739726028,0.02271063140623653,0.24212121212121213,0.2030734632683658,0.5310389297181993,0.27015323944133907,0.15181432822820642,0.11752180671513664,1.0,0.21477835213032584
Ohain,1380,House,villa,1770000,5,525,1,0,0,1,0,0,17000,4,254,3,https://www.immoweb.be/en/classified/villa/for-sale/ohain/1380/20295287,3371.4285714285716,0.013991015836461396,0.5363636363636364,0.432920892494929,1.0,0.7595340137453207,0.6249304396215916,0.5363636363636364,0.7497975974989369,0.26520931959528454
Nivelles,1400,House,town-house,402000,3,165,1,0,0,0,0,0,362,0,0,0,https://www.immoweb.be/en/classified/town-house/for-sale/nivelles/1400/20308359,2436.3636363636365,0.010110610827889669,0.12181818181818181,0.17316256157635468,1.0,0.3869261187378436,0.18185067030910104,0.17045388888888888,0.7547116896058398,0.2610471689017736
Woluwe-saint-pierre,1150,Apartment,apartment,850000,1,95,1,0,0,1,1,0,0,5,59,5,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-pierre/1150/20162560,8947.368421052632,0.037130483598102275,0.25757575757575757,0.3087310344827586,0.5310389297181993,0.18192867130434218,0.11847073256650993,0.11752180671513664,1.0,0.21477835213032584
Tihange,4500,Apartment,apartment,269000,2,91,0,0,0,1,0,0,0,5,0,3,https://www.immoweb.be/en/classified/apartment/for-sale/tihange/4500/20300842,2956.043956043956,0.012267220534576646,0.08151515151515151,0.0893711967545639,0.5310389297181993,0.27015323944133907,0.11573836786801531,0.11752180671513664,0.7497975974989369,0.2610471689017736
Nivelles,1400,House,town-house,412000,3,147,1,0,0,0,0,0,503,0,0,0,https://www.immoweb.be/en/classified/town-house/for-sale/nivelles/1400/20308356,2802.721088435374,0.011630949403999384,0.12484848484848485,0.17316256157635468,1.0,0.3869261187378436,0.15048792173001513,0.19212121212121214,0.7547116896058398,0.2610471689017736
Schoten,2900,House,villa,1560000,4,390,0,0,0,0,0,0,2083,0,0,5,https://www.immoweb.be/en/classified/villa/for-sale/schoten/2900/20272122,4000.0,0.016599510314445724,0.4727272727272727,0.32224431401320613,1.0,0.5711504895801999,0.458025280228953,0.4727272727272727,1.0,0.2610471689017736
Tihange,4500,Apartment,apartment,279000,2,104,0,0,0,1,0,0,0,5,0,3,https://www.immoweb.be/en/classified/apartment/for-sale/tihange/4500/20300841,2682.6923076923076,0.011132844658005665,0.08454545454545455,0.0893711967545639,0.5310389297181993,0.27015323944133907,0.11987995679072964,0.11752180671513664,0.7497975974989369,0.2610471689017736
Leuven,3000,House,mixed-use-building,873000,5,252,0,0,0,0,0,0,60,3,363,2,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/leuven/3000/20274817,3464.285714285714,0.01437636161161817,0.26454545454545453,0.21675227687626777,1.0,0.7595340137453207,0.26031481039828286,0.12806060606060607,0.7550873775720708,0.17306447938026884
Braine-le-chcateau,1440,House,exceptional-property,1620000,3,480,1,0,0,1,1,1,7300,0,0,5,https://www.immoweb.be/en/classified/exceptional-property/for-sale/braine-le-ch%C3%A2teau/1440/20272076,3375.0,0.014005836827813579,0.4909090909090909,0.27186781609195404,1.0,0.3869261187378436,0.5748098682990169,0.4909090909090909,1.0,0.2610471689017736
Nivelles,1400,House,town-house,398000,3,165,1,0,0,0,0,0,362,0,0,0,https://www.immoweb.be/en/classified/town-house/for-sale/nivelles/1400/20308341,2412.121212121212,0.010010007735074844,0.1206060606060606,0.17316256157635468,1.0,0.3869261187378436,0.18185067030910104,0.17045388888888888,0.7547116896058398,0.2610471689017736
Antwerpenberchem,2600,Apartment,apartment,299000,2,75,1,0,0,1,0,0,0,5,198,5,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen%20berchem/2600/20300838,3986.6666666666665,0.016544178613397572,0.0906060606060606,0.17708843813387426,0.5310389297181993,0.27015323944133907,0.09414370617696162,0.11752180671513664,1.0,0.32469507101086054
Nivelles,1400,House,town-house,415000,3,164,1,0,0,0,0,0,386,0,0,0,https://www.immoweb.be/en/classified/town-house/for-sale/nivelles/1400/20308340,2530.487804878049,0.010501214604413072,0.12575757575757576,0.17316256157635468,1.0,0.3869261187378436,0.1921418057874235,0.21532272727272728,0.7547116896058398,0.2610471689017736
Antwerpen,2000,Apartment,apartment,890000,3,205,1,0,0,0,0,0,0,4,214,5,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/20274809,4341.463414634146,0.018016541682752064,0.2696969696969697,0.21915138113482943,0.5310389297181993,0.3869261187378436,0.23511891694490816,0.11752180671513664,1.0,0.31283593599383075
Ukkel,1180,Apartment,apartment,435000,3,100,0,0,0,1,0,0,0,0,777,0,https://www.immoweb.be/en/classified/apartment/for-sale/ukkel/1180/20300833,4350.0,0.018051967466959723,0.1318181818181818,0.3589247822141561,0.5310389297181993,0.3869261187378436,0.12756153144129104,0.11752180671513664,0.7547116896058398,0.42105263157894735
Lint,2547,Apartment,apartment,325000,2,105,0,0,0,1,0,0,0,5,148,0,https://www.immoweb.be/en/classified/apartment/for-sale/lint/2547/20300823,3095.2380952380954,0.012844859171892525,0.09848484848484848,0.1657471264367816,0.5310389297181993,0.27015323944133907,0.12789364091667932,0.11752180671513664,0.7547116896058398,0.43236424394319134
Perwez,1360,House,villa,399000,3,150,1,0,0,0,0,0,899,3,312,3,https://www.immoweb.be/en/classified/villa/for-sale/perwez/1360/20274805,2660.0,0.011038674359106406,0.12090909090909091,0.14810344827586208,1.0,0.3869261187378436,0.16592712258526116,0.18583333333333332,0.7497975974989369,0.3058111946532999
Court-saint-etienne,1490,House,house,520000,3,215,1,0,0,0,0,0,723,0,0,3,https://www.immoweb.be/en/classified/house/for-sale/court-saint-etienne/1490/20308325,2418.6046511627906,0.010036913213385786,0.15757575757575756,0.18912315270935962,1.0,0.3869261187378436,0.25089680717863105,0.12101010101010101,0.7497975974989369,0.2610471689017736
Sint-stevens-woluwe,1932,House,house,599000,4,154,1,0,0,1,1,0,234,5,182,5,https://www.immoweb.be/en/classified/house/for-sale/sint-stevens-woluwe/1932/20274794,3889.6103896103896,0.016141406945378228,0.18151515151515152,0.15451724137931036,1.0,0.5711504895801999,0.16590453719161566,0.19363636363636363,1.0,0.3568275527528499
Tournaithimougies,7533,House,villa,845000,6,328,1,0,0,0,1,1,2793,5,118,3,https://www.immoweb.be/en/classified/villa/for-sale/tournai%20thimougies/7533/20274788,2576.2195121951218,0.010690995591239814,0.25606060606060604,0.29137931034482756,1.0,0.8723410353935813,0.40782256141187695,0.25606060606060604,0.7497975974989369,0.31222848788638263
Ottignies,1340,Apartment,apartment,735000,5,260,1,0,0,1,0,0,0,0,3,3,https://www.immoweb.be/en/classified/apartment/for-sale/ottignies/1340/20308298,2826.923076923077,0.011731384693382314,0.22272727272727272,0.246551724137931,0.5310389297181993,0.7595340137453207,0.29623817473567055,0.11752180671513664,0.7497975974989369,0.30846503759398497
Tournailamain,7522,House,villa,945000,5,240,1,0,0,0,1,1,1237,6,49,5,https://www.immoweb.be/en/classified/villa/for-sale/tournai%20lamain/7522/20274787,3937.5,0.016340142965782508,0.2863636363636364,0.3525862068965517,1.0,0.7595340137453207,0.2712718476372185,0.4666666666666666,1.0,0.27936569996419625
Grand-leez,5031,House,house,699000,4,208,1,0,0,0,0,0,1130,0,0,3,https://www.immoweb.be/en/classified/house/for-sale/grand-leez/5031/20308296,3360.576923076923,0.013945982824275914,0.21181818181818182,0.2555172413793103,1.0,0.5711504895801999,0.21307107679465778,0.2825245454545455,0.7497975974989369,0.2610471689017736
